sub_task_id,task_id,category,task,sub_task
430,89,['Language Learning and Translation'],Translate text between languages.,Translate a document from English to Mandarin Chinese.
431,89,['Language Learning and Translation'],Translate text between languages.,Generate a list of 20 tips for effectively translating texts.
432,90,"['Mathematics and Numbers', 'Puzzles and Logic']",Help with math problems.,Solve a calculus problem involving integrals.
433,90,"['Mathematics and Numbers', 'Puzzles and Logic']",Help with math problems.,Generate a list of 50 algebra problems with solutions.
434,90,"['Mathematics and Numbers', 'Puzzles and Logic']",Help with math problems.,Create a list of 30 geometry problems about angles and their measures.
435,90,"['Mathematics and Numbers', 'Puzzles and Logic']",Help with math problems.,Solve a statistics problem about probability and combinations.
436,90,"['Mathematics and Numbers', 'Puzzles and Logic']",Help with math problems.,Generate a list of 20 tips for solving complex math problems.
437,91,['Summarization and Explanation'],Provide explanations for complex topics.,Explain the concept of blockchain technology.
438,91,['Summarization and Explanation'],Provide explanations for complex topics.,Generate a list of 50 key points about the theory of relativity.
439,91,['Summarization and Explanation'],Provide explanations for complex topics.,Create a summary of the process of photosynthesis.
440,91,['Summarization and Explanation'],Provide explanations for complex topics.,Explain the impact of artificial intelligence on the job market.
441,91,['Summarization and Explanation'],Provide explanations for complex topics.,Generate a list of 20 tips for understanding complex scientific concepts.
442,92,['Creative Writing and Literature'],Create a resume or cover letter.,Create a resume for a software developer with 5 years of experience.
443,92,['Creative Writing and Literature'],Create a resume or cover letter.,Generate a list of 50 skills to include in a cover letter.
444,92,['Creative Writing and Literature'],Create a resume or cover letter.,Write a cover letter for a marketing position.
445,92,['Creative Writing and Literature'],Create a resume or cover letter.,Create a resume for a recent college graduate.
446,92,['Creative Writing and Literature'],Create a resume or cover letter.,Generate a list of 20 tips for writing an effective resume.
447,93,['Personal Assistance and Development'],Offer relationship advice.,Generate a list of 100 tips for maintaining a healthy relationship.
448,93,['Personal Assistance and Development'],Offer relationship advice.,Create a list of 50 ways to show appreciation to a partner.
449,93,['Personal Assistance and Development'],Offer relationship advice.,Brainstorm a list of 30 activities to do with a significant other.
450,93,['Personal Assistance and Development'],Offer relationship advice.,Generate a list of 20 tips for effective communication in a relationship.
451,93,['Personal Assistance and Development'],Offer relationship advice.,Create a list of 10 strategies for resolving conflicts in a relationship.
452,94,['Programming and Technology'],Generate code or debug programs.,Generate a Python script to automate data entry tasks.
453,94,['Programming and Technology'],Generate code or debug programs.,Write a Java program to manage a customer database.
454,94,['Programming and Technology'],Generate code or debug programs.,Create a JavaScript code to create interactive web elements.
455,94,['Programming and Technology'],Generate code or debug programs.,Develop a C++ program to simulate a simple game.
456,94,['Programming and Technology'],Generate code or debug programs.,Write a SQL query to generate sales reports from a database.
457,95,['Brainstorming and Ideation'],Suggest gift ideas for special occasions.,Generate a list of 100 gift ideas for a birthday.
458,95,['Brainstorming and Ideation'],Suggest gift ideas for special occasions.,Create a list of 50 gift ideas for a wedding.
459,95,['Brainstorming and Ideation'],Suggest gift ideas for special occasions.,Brainstorm a list of 30 gift ideas for a baby shower.
460,95,['Brainstorming and Ideation'],Suggest gift ideas for special occasions.,Generate a list of 20 gift ideas for a housewarming party.
461,95,['Brainstorming and Ideation'],Suggest gift ideas for special occasions.,Create a list of 10 unique handmade gift ideas.
462,96,['Brainstorming and Ideation'],Plan a daily or weekly schedule.,Create a daily schedule for a student with classes and study time.
463,96,['Brainstorming and Ideation'],Plan a daily or weekly schedule.,Generate a list of 50 activities to include in a weekly schedule.
464,96,['Brainstorming and Ideation'],Plan a daily or weekly schedule.,Design a weekly schedule for a working professional.
465,96,['Brainstorming and Ideation'],Plan a daily or weekly schedule.,Create a schedule for a busy parent with childcare and work commitments.
466,96,['Brainstorming and Ideation'],Plan a daily or weekly schedule.,Generate a list of 20 tips for effective time management.
467,97,['Brainstorming and Ideation'],Offer health and fitness tips.,Generate a list of 100 health and fitness tips for a healthy lifestyle.
468,97,['Brainstorming and Ideation'],Offer health and fitness tips.,Create a list of 50 exercises to include in a daily routine.
469,97,['Brainstorming and Ideation'],Offer health and fitness tips.,Brainstorm a list of 30 nutritious meal ideas.
470,97,['Brainstorming and Ideation'],Offer health and fitness tips.,Generate a list of 20 tips for staying motivated to exercise.
471,97,['Brainstorming and Ideation'],Offer health and fitness tips.,Create a list of 10 ways to reduce stress and improve mental health.
472,98,"['Personal Assistance and Development', 'Brainstorming and Ideation']","Recommend movies, books, or music.",Generate a list of 100 must-watch movies.
473,98,"['Personal Assistance and Development', 'Brainstorming and Ideation']","Recommend movies, books, or music.",Create a list of 50 books to read before you die.
474,98,"['Personal Assistance and Development', 'Brainstorming and Ideation']","Recommend movies, books, or music.",Brainstorm a list of 30 music albums to listen to.
